"filename","AB","AF","AU","BP","C1","CC","CH","CL","CR","CT","CY","DE","DI","DT","EM","EP","FN","FU","FX","GA","GE","ID","IS","J9","JI","LA","LT","MC","MI","NR","PA","PD","PG","PI","PN","PS","PT","PU","PY","RI","RID","OI","PM","RP","SC","SI","SN","SO","SU","TA","TC","TI","UT","VR","VL","WC","Z9","refID"
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Wright, TF
Toft, CA
Enkerlin-Hoeflich, E
Gonzalez-Elizondo, J
Albornoz, M
Rodriguez-Ferraro, A
Rojas-Suarez, F
Sanz, V
Trujillo, A
Beissinger, SR
Berovides, V
Galvez, X
Brice, AT
Joyner, K
Eberhard, J
Gilardi, J
Koenig, SE
Stoleson, S
Martuscelli, P
Meyers, JM
Renton, K
Rodriguez, AM
Sosa-Asanza, AC
Vilella, FJ
Wiley, JW
","Wright, TF
Toft, CA
Enkerlin-Hoeflich, E
Gonzalez-Elizondo, J
Albornoz, M
Rodriguez-Ferraro, A
Rojas-Suarez, F
Sanz, V
Trujillo, A
Beissinger, SR
Berovides, V
Galvez, X
Brice, AT
Joyner, K
Eberhard, J
Gilardi, J
Koenig, SE
Stoleson, S
Martuscelli, P
Meyers, JM
Renton, K
Rodriguez, AM
Sosa-Asanza, AC
Vilella, FJ
Wiley, JW
","710
","Univ Maryland, Dept Biol, College Pk, MD 20742 USA.
Univ Calif Davis, Ctr Populat Biol, Davis, CA 95616 USA.
Ctr Calidad Ambiental, Monterey 64849, NL, Mexico.
Provita, Caracas 1041A, Venezuela.
Univ Calif Berkeley, Ecosyst Sci Div, Berkeley, CA 94720 USA.
Univ La Habana, Fac Biol, Habana, Cuba.
Univ Calif Davis, Dept Avian Sci, Davis, CA 95616 USA.
Princeton Univ, Dept Ecol & Evolutionary Biol, Princeton, NJ 08540 USA.
Wildlife Preservat Trust Int, St Lucia, W Ind Assoc St.
Yale Univ, Sch Forestry & Environm Studies, New Haven, CT 06511 USA.
Inst Insularis, BR-11750970 Peruibe, SP, Brazil.
Univ Kent, Durrell Inst Conservat & Ecol, Canterbury CT2 7NS, Kent, England.
Natl Biol Serv, Patuxent Wildlife Res Ctr, Palmer, PR 00721 USA.
Univ Autonoma Chiriqui, Escuela Biol, David, Panama.
Univ Georgia, Inst Ecol, Athens, GA 30602 USA.
Mississippi State Univ, Dept Wildlife & Fisheries, Mississippi State, MS 39762 USA.
Grambling State Univ, Grambling Cooperat Wildlife Project, Grambling, LA 71245 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1046/j.1523-1739.2001.015003710.x
",NA,NA,"720
","ISI Export Format
",NA,NA,NA,NA,NA,"3
",NA,NA,NA,NA,NA,NA,NA,NA,"JUN
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Wright, TF (reprint author), Univ Maryland, Dept Biol, College Pk, MD 20742 USA
",NA,NA,"0888-8892
","CONSERVATION BIOLOGY
",NA,NA,"48
","Nest poaching in neotropical parrots
","WOS:000169226000018
","1.0
","15
",NA,"49
",49
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Martinez, ML
Vazquez, G
Sanchez Colon, S
","Martinez, ML
Vazquez, G
Sanchez Colon, S
","361
","Inst Ecol, Dept Ecol Vegetal, Xalapa 91000, Veracruz, Mexico.
Inst Politecn Nacl, Escuela Nacl Ciencias Biol, Dept Bot, Mexico City 11340, DF, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.2307/3236850
",NA,NA,"372
","ISI Export Format
",NA,NA,NA,NA,NA,"3
",NA,NA,NA,NA,NA,NA,NA,NA,"JUN
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Martinez, ML (reprint author), Inst Ecol, Dept Ecol Vegetal, AC Km 2-5 Antigua Carretera Coatepec, Xalapa 91000, Veracruz, Mexico
",NA,NA,"1100-9233
","JOURNAL OF VEGETATION SCIENCE
",NA,NA,"23
","Spatial and temporal variability during primary succession on tropical
coastal sand dunes
","WOS:000171440600007
","1.0
","12
",NA,"31
",50
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Busso, CA
Briske, DD
Olalde-Portugal, V
","Busso, CA
Briske, DD
Olalde-Portugal, V
","332
","Univ Nacl Sur, Dept Agron, RA-8000 Bahia Blanca, Buenos Aires, Argentina.
Univ Nacl Sur, CONICET, CERZOS, RA-8000 Bahia Blanca, Buenos Aires, Argentina.
Texas A&M Univ, Dept Rangeland Ecol & Management, College Stn, TX 77843 USA.
CINVESTAV, Irapuato 36600, Guanajuato, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.1034/j.1600-0706.2001.930216.x
",NA,NA,"342
","ISI Export Format
",NA,NA,NA,NA,NA,"2
",NA,NA,NA,NA,NA,NA,NA,NA,"MAY
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Busso, CA (reprint author), Univ Nacl Sur, Dept Agron, RA-8000 Bahia Blanca, Buenos Aires, Argentina
",NA,NA,"0030-1299
","OIKOS
",NA,NA,"12
","Root traits associated with nutrient exploitation following defoliation
in three coexisting perennial grasses in a semi-arid savanna
","WOS:000169451000016
","1.0
","93
",NA,"13
",51
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Morrone, JJ
Marquez, J
","Morrone, JJ
Marquez, J
","635
","Univ Nacl Autonoma Mexico, Fac Ciencias, Museo Zool, Mexico City 04510, DF, Mexico.
Univ Nacl Autonoma Mexico, Fac Ciencias, Lab Morfofisiol Anim, Mexico City 04510, DF, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.1046/j.1365-2699.2001.00571.x
",NA,NA,"650
","ISI Export Format
",NA,NA,NA,NA,NA,"5
",NA,NA,NA,NA,NA,NA,NA,NA,"MAY
",NA,NA,NA,NA,"J
",NA,"2001
","A-1096-2008",NA,NA,NA,"Morrone, JJ (reprint author), Univ Nacl Autonoma Mexico, Fac Ciencias, Museo Zool, Apdo Postal 70-399, Mexico City 04510, DF, Mexico
",NA,NA,"0305-0270
","JOURNAL OF BIOGEOGRAPHY
",NA,NA,"52
","Halffter's Mexican Transition Zone, beetle generalized tracks, and
geographical homology
","WOS:000170907300007
","1.0
","28
",NA,"56
",52
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Kaitala, A
Hardling, R
Katvala, M
Ordonez, RM
Miettinen, M
","Kaitala, A
Hardling, R
Katvala, M
Ordonez, RM
Miettinen, M
","367
","Univ Oulu, Dept Biol, FIN-90014 Oulu, Finland.
Univ Lund, Dept Theoret Ecol, S-22362 Lund, Sweden.
Inst Ecol AC, Dept Ecol & Comportamiento Anim, Xalapa 91000, Veracruz, Mexico.
Univ Stockholm, Dept Zool, S-10691 Stockholm, Sweden.
",NA,NA,NA,NA,NA,NA,NA,"10.1093/beheco/12.3.367
",NA,NA,"368
","ISI Export Format
",NA,NA,NA,NA,NA,"3
",NA,NA,NA,NA,NA,NA,NA,NA,"MAY-JUN
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Kaitala, A (reprint author), Univ Oulu, Dept Biol, Box 3000, FIN-90014 Oulu, Finland, Finland
",NA,NA,"1045-2249
","BEHAVIORAL ECOLOGY
",NA,NA,"12
","Is nonparental egg carrying parental care?
","WOS:000168710200020
","1.0
","12
",NA,"12
",53
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Parody, JM
Cuthbert, FJ
Decker, EH
","Parody, JM
Cuthbert, FJ
Decker, EH
","305
","Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA.
Univ Minnesota, Dept Fisheries & Wildlife, St Paul, MN 55108 USA.
Univ Michigan, Biol Stn, Pellston, MI 49769 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1046/j.1466-822X.2001.00233.x
",NA,NA,"313
","ISI Export Format
",NA,NA,NA,NA,NA,"3
",NA,NA,NA,NA,NA,NA,NA,NA,"MAY
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Parody, JM (reprint author), Univ New Mexico, Dept Biol, 167 Castetter Hall, Albuquerque, NM 87131 USA
",NA,NA,"0960-7447
","GLOBAL ECOLOGY AND BIOGEOGRAPHY
",NA,NA,"29
","The effect of 50 years of landscape change on species richness and
community composition
","WOS:000169351600007
","1.0
","10
",NA,"34
",54
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Gutierrez-Aguirre, MA
Suarez-Morales, E
","Gutierrez-Aguirre, MA
Suarez-Morales, E
","659
","El Colegio Frontera Sur, Chetumal 77000, Quintana Roo, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.1023/A:1016629407259
",NA,NA,"672
","ISI Export Format
",NA,NA,NA,NA,NA,"5
",NA,NA,NA,NA,NA,NA,NA,NA,"MAY
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Suarez-Morales, E (reprint author), El Colegio Frontera Sur, AP 424, Chetumal 77000, Quintana Roo, Mexico
",NA,NA,"0960-3115
","BIODIVERSITY AND CONSERVATION
",NA,NA,"5
","Diversity and distribution of freshwater copepods (Crustacea) in
southeastern Mexico
","WOS:000168812900001
","1.0
","10
",NA,"5
",55
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Carpenter, FL
Mayorga, SP
Quintero, EG
Schroeder, M
","Carpenter, FL
Mayorga, SP
Quintero, EG
Schroeder, M
","1
","Univ Calif Irvine, Dept Ecol & Evolutionary Biol, Irvine, CA 92697 USA.
Univ Nacl Autonoma Mexico, Inst Geol, Dept Edafol, Mexico City 04510, DF, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.1016/S0378-1127(00)00361-3
",NA,NA,"17
","ISI Export Format
",NA,NA,NA,NA,NA,"1-3
",NA,NA,NA,NA,NA,NA,NA,NA,"APR 15
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Carpenter, FL (reprint author), Univ Calif Irvine, Dept Ecol & Evolutionary Biol, Irvine, CA 92697 USA
",NA,NA,"0378-1127
","FOREST ECOLOGY AND MANAGEMENT
",NA,NA,"16
","Land-use and erosion of a Costa Rican Ultisol affect soil chemistry,
mycorrhizal fungi and early regeneration
","WOS:000167955700001
","1.0
","144
",NA,"18
",56
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Ballyk, MM
Jones, DA
Smith, HL
","Ballyk, MM
Jones, DA
Smith, HL
","210
","Arizona State Univ, Dept Math, Tempe, AZ 85287 USA.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"221
","ISI Export Format
",NA,NA,NA,NA,NA,"3
",NA,NA,NA,NA,NA,NA,NA,NA,"APR
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Ballyk, MM (reprint author), New Mexico State Univ, Dept Math Sci, Las Cruces, NM 88003 USA
",NA,NA,"0095-3628
","MICROBIAL ECOLOGY
",NA,NA,"10
","Microbial competition in reactors with wall attachment: A mathematical
comparison of chemostat and plug flow models
","WOS:000169272400003
","1.0
","41
",NA,"12
",57
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Holguin, G
Glick, BR
","Holguin, G
Glick, BR
","281
","Univ Waterloo, Dept Biol, Waterloo, ON N2L 3G1, Canada.
Ctr Invest Biol Noroeste, CIBNOR, Dept Microbiol, La Paz 23000, BCS, Mexico.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"288
","ISI Export Format
",NA,NA,NA,NA,NA,"3
",NA,NA,NA,NA,NA,NA,NA,NA,"APR
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Glick, BR (reprint author), Univ Waterloo, Dept Biol, Waterloo, ON N2L 3G1, Canada
",NA,NA,"0095-3628
","MICROBIAL ECOLOGY
",NA,NA,"32
","Expression of the ACC deaminase gene from Enterobacter cloacae UW4 in
Azospirillum brasilense
","WOS:000169272400010
","1.0
","41
",NA,"33
",58
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Moreno, CE
Halffter, G
","Moreno, CE
Halffter, G
","487
","Univ Autonoma Estado Hidalgo, Ctr Invest Biol, Pachuca 42001, Hidalgo, Mexico.
Inst Eco AC, Dept Ecol & Comportamiento Anim, Xalapa 91000, Veracruz, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.1046/j.1365-2664.2001.00590.x
",NA,NA,"490
","ISI Export Format
",NA,NA,NA,NA,NA,"2
",NA,NA,NA,NA,NA,NA,NA,NA,"APR
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Moreno, CE (reprint author), Univ Autonoma Estado Hidalgo, Ctr Invest Biol, Carretera Pachuca-Tulancingo S-N,Apartado Postal, Pachuca 42001, Hidalgo, Mexico
",NA,NA,"0021-8901
","JOURNAL OF APPLIED ECOLOGY
",NA,NA,"30
","On the measure of sampling effort used in species accumulation curves
","WOS:000168691500022
","1.0
","38
",NA,"37
",59
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Chiappy-Jhones, C
Rico-Gray, V
Gama, L
Giddings, L
","Chiappy-Jhones, C
Rico-Gray, V
Gama, L
Giddings, L
","535
","Inst Ecol, Dept Ecol Vegetal, Xalapa 91000, Veracruz, Mexico.
Inst Ecol, Dept Diagnost Reg, Xalapa 91000, Veracruz, Mexico.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"542
","ISI Export Format
",NA,NA,NA,NA,NA,"4
",NA,NA,NA,NA,NA,NA,NA,NA,"APR
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Rico-Gray, V (reprint author), Inst Ecol, Dept Ecol Vegetal, AC Apdo 63, Xalapa 91000, Veracruz, Mexico
",NA,NA,"0305-0270
","JOURNAL OF BIOGEOGRAPHY
",NA,NA,"9
","Floristic affinities between the Yucatan Peninsula and some karstic
areas of Cuba
","WOS:000170006300010
","1.0
","28
",NA,"10
",60
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Ryerson, DE
Parmenter, RR
","Ryerson, DE
Parmenter, RR
","167
","Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.2307/3236602
",NA,NA,"180
","ISI Export Format
",NA,NA,NA,NA,NA,"2
",NA,NA,NA,NA,NA,NA,NA,NA,"APR
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Parmenter, RR (reprint author), Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA
",NA,NA,"1100-9233
","JOURNAL OF VEGETATION SCIENCE
",NA,NA,"24
","Vegetation change following removal of keystone herbivores from desert
grasslands in New Mexico
","WOS:000169501100002
","1.0
","12
",NA,"25
",61
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Castillejos, V
Garcia, L
Cisneros, J
Goulson, D
Cave, RD
Caballero, P
Williams, T
","Castillejos, V
Garcia, L
Cisneros, J
Goulson, D
Cave, RD
Caballero, P
Williams, T
","353
","ECOSUR, Tapachula 30700, Chiapas, Mexico.
Univ Southampton, Dept Biol, Southampton SO16 7PX, Hants, England.
Escuela Agr Panamer, El Zamorano, Honduras.
Univ Publ Navarra, Dept Agr Prod, Pamplona 31006, Spain.
",NA,NA,NA,NA,NA,NA,NA,"10.1046/j.1570-7458.2001.00792.x
",NA,NA,"359
","ISI Export Format
",NA,NA,NA,NA,NA,"3
",NA,NA,NA,NA,NA,NA,NA,NA,"MAR
",NA,NA,NA,NA,"J
",NA,"2001
","D-5063-2009",NA,NA,NA,"Williams, T (reprint author), ECOSUR, Tapachula 30700, Chiapas, Mexico
",NA,NA,"0013-8703
","ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA
",NA,NA,"8
","The potential of Chrysoperla rufilabris and Doru taeniatum as agents for
dispersal of Spodoptera frugiperda nucleopolyhedrovirus in maize
","WOS:000167852200012
","1.0
","98
",NA,"8
",62
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Perez-Salicrup, DR
Sork, VL
Putz, FE
","Perez-Salicrup, DR
Sork, VL
Putz, FE
","34
","Univ Missouri, Dept Biol, St Louis, MO 63121 USA.
Univ Florida, Dept Bot, Gainesville, FL 32611 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1111/j.1744-7429.2001.tb00155.x
",NA,NA,"47
","ISI Export Format
",NA,NA,NA,NA,NA,"1
",NA,NA,NA,NA,NA,NA,NA,NA,"MAR
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Perez-Salicrup, DR (reprint author), Univ Nacl Autonoma Mexico, Dept Ecol Recursos Nat, AP 27-3 Xangari, Morelia 58089, Michoacan, Mexico
",NA,NA,"0006-3606
","BIOTROPICA
",NA,NA,"60
","Lianas and trees in a liana forest of Amazonian Bolivia
","WOS:000168959800004
","1.0
","33
",NA,"64
",63
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Moreno, CE
Halffter, G
","Moreno, CE
Halffter, G
","367
","Inst Ecol AC, Dept Ecol & Comportamiento Anim, Xalapa 91000, Veracruz, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.1023/A:1016614510040
",NA,NA,"382
","ISI Export Format
",NA,NA,NA,NA,NA,"3
",NA,NA,NA,NA,NA,NA,NA,NA,"MAR
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Moreno, CE (reprint author), Univ Autonoma Estado Hidalgo, Ctr Invest Biol, Apartado Postal 69-1, Pachuca 42001, Hidalgo, Mexico
",NA,NA,"0960-3115
","BIODIVERSITY AND CONSERVATION
",NA,NA,"33
","Spatial and temporal analysis of alpha, beta and gamma diversities of
bats in a fragmented landscape
","WOS:000167921400004
","1.0
","10
",NA,"34
",64
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Gould, KA
Herrick, JE
Lezama, H
","Gould, KA
Herrick, JE
Lezama, H
","121
","Univ Florida, Sch Forest Resources & Conservat, Gainesville, FL 32611 USA.
New Mexico State Univ, USDA ARS, Jornada Expt Range, Las Cruces, NM 88003 USA.
Univ Costa Rica, Museo Insectos, San Jose, Costa Rica.
",NA,NA,NA,NA,NA,NA,NA,"10.1646/0006-3606(2001)033[0121:RTRDSU]2.0.CO;2
",NA,NA,"130
","ISI Export Format
",NA,NA,NA,NA,NA,"1
",NA,NA,NA,NA,NA,NA,NA,NA,"MAR
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Gould, KA (reprint author), Univ Florida, Sch Forest Resources & Conservat, 373 Newins Ziegler Hall, Gainesville, FL 32611 USA
",NA,NA,"0006-3606
","BIOTROPICA
",NA,NA,"1
","Refuse to refuge: Dry season use and modification of cattle dung by
subterranean termites in Guanacaste, Costa Rica
","WOS:000168959800011
","1.0
","33
",NA,"1
",65
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Vega-Cendejas, ME
Arreguin-Sanchez, F
","Vega-Cendejas, ME
Arreguin-Sanchez, F
","119
","IPN, Ctr Invest & Estud, Unidad Merida, Merida 97310, Yucatan, Mexico.
Ctr Interdisciplinario Ciencias Marinas, La Paz 23000, Baja California, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.1016/S0304-3800(00)00421-X
",NA,NA,"133
","ISI Export Format
",NA,NA,NA,NA,NA,"2-3
",NA,NA,NA,NA,NA,NA,NA,NA,"FEB 20
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Vega-Cendejas, ME (reprint author), IPN, Ctr Invest & Estud, Unidad Merida, AP 73, Merida 97310, Yucatan, Mexico
",NA,NA,"0304-3800
","ECOLOGICAL MODELLING
",NA,NA,"21
","Energy fluxes in a mangrove ecosystem from a coastal lagoon in Yucatan
Peninsula, Mexico
","WOS:000168003300002
","1.0
","137
",NA,"25
",66
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Ellis, LM
","Ellis, LM
","159
","Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1016/S0006-3207(00)00108-7
",NA,"lellis@sevilleta.unm.edu
","170
","ISI Export Format
",NA,NA,NA,NA,NA,"2
",NA,NA,NA,NA,NA,NA,NA,NA,"FEB
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Ellis, LM (reprint author), Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA
",NA,NA,"0006-3207
","BIOLOGICAL CONSERVATION
",NA,NA,"19
","Short-term response of woody plants to fire in a Rio Grande riparian
forest, Central New Mexico, USA
","WOS:000166234000004
","1.0
","97
",NA,"19
",67
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Mandujano, MC
Montana, C
Franco, M
Golubov, J
Flores-Martinez, A
","Mandujano, MC
Montana, C
Franco, M
Golubov, J
Flores-Martinez, A
","344
","Univ Nacl Autonoma Mexico, Inst Ecol, Coyoacan 04510, DF, Mexico.
Inst Ecol, Xalapa 91000, Veracruz, Mexico.
Inst Politecn Nacl, Escuela Nacl Ciencias Biol, Dept Bot, Carpio Plan De Ayala 11340, DF, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.1890/0012-9658(2001)082[0344:IODAVI]2.0.CO;2
",NA,NA,"359
","ISI Export Format
",NA,NA,NA,NA,NA,"2
",NA,NA,NA,NA,NA,NA,NA,NA,"FEB
",NA,NA,NA,NA,"J
",NA,"2001
","A-4671-2008",NA,NA,NA,"Mandujano, MC (reprint author), Univ Nacl Autonoma Mexico, Inst Ecol, Apartado Postal 70-275, Coyoacan 04510, DF, Mexico
",NA,NA,"0012-9658
","ECOLOGY
",NA,NA,"47
","Integration of demographic annual variability in a clonal desert cactus
","WOS:000167064100005
","1.0
","82
",NA,"49
",68
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Perez-Salicrup, DR
","Perez-Salicrup, DR
","389
","Univ Nacl Autonoma Mexico, Inst Ecol, Dept Ecol Recursos Nat, Morelia, Michoacan, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.1890/0012-9658(2001)082[0389:EOLCOT]2.0.CO;2
",NA,NA,"396
","ISI Export Format
",NA,NA,NA,NA,NA,"2
",NA,NA,NA,NA,NA,NA,NA,NA,"FEB
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Perez-Salicrup, DR (reprint author), Univ Nacl Autonoma Mexico, Inst Ecol, Dept Ecol Recursos Nat, Apdo Psotal 27-3 Xangari, Morelia, Michoacan, Mexico
",NA,NA,"0012-9658
","ECOLOGY
",NA,NA,"44
","Effect of liana cutting on tree regeneration in a liana forest in
Amazonian Bolivia
","WOS:000167064100008
","1.0
","82
",NA,"48
",69
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Findley, JS
Findley, MT
","Findley, JS
Findley, MT
","69
","Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1890/0012-9615(2001)071[0069:GRALPI]2.0.CO;2
",NA,NA,"91
","ISI Export Format
",NA,NA,NA,NA,NA,"1
",NA,NA,NA,NA,NA,NA,NA,NA,"FEB
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Findley, JS (reprint author), POB 44, Corrales, NM 87048 USA
",NA,NA,"0012-9615
","ECOLOGICAL MONOGRAPHS
",NA,NA,"28
","Global, regional, and local patterns in species richness and abundance
of butterflyfishes
","WOS:000166914000004
","1.0
","71
",NA,"28
",70
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Nava-Camberos, U
Riley, DG
Harris, MK
","Nava-Camberos, U
Riley, DG
Harris, MK
","55
","Coastal Plain Expt Stn, Tifton, GA 31793 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1603/0046-225X-30.1.55
",NA,NA,"63
","ISI Export Format
",NA,NA,NA,NA,NA,"1
",NA,NA,NA,NA,NA,NA,NA,NA,"FEB
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Nava-Camberos, U (reprint author), Campo Expt La Laguna, Apdo Postal 247, Torreon, Coahuila, Mexico
",NA,NA,"0046-225X
","ENVIRONMENTAL ENTOMOLOGY
",NA,NA,"18
","Temperature and host plant effects on development, survival, and
fecundity of Bemisia argentifolii (Homoptera : Aleyrodidae)
","WOS:000167268200010
","1.0
","30
",NA,"23
",71
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Cordero, C
","Cordero, C
","106
","Univ Autonoma Tlaxcala, Ctr Invest Fisiol, Tlaxcala 90070, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.1046/j.1365-2311.2001.00287.x
",NA,NA,"108
","ISI Export Format
",NA,NA,NA,NA,NA,"1
",NA,NA,NA,NA,NA,NA,NA,NA,"FEB
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Cordero, C (reprint author), Univ Autonoma Tlaxcala, Ctr Invest Fisiol, Apdo Post 262, Tlaxcala 90070, Mexico
",NA,NA,"0307-6946
","ECOLOGICAL ENTOMOLOGY
",NA,NA,"6
","A different look at the false head of butterflies
","WOS:000167235100013
","1.0
","26
",NA,"6
",72
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Garcia-Guzman, G
Wennstrom, A
","Garcia-Guzman, G
Wennstrom, A
","25
","Umea Univ, Dept Ecol & Environm Sci, SE-90187 Umea, Sweden.
Univ Nacl Autonoma Mexico, Inst Ecol, Mexico City 04510, DF, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.1034/j.1600-0587.2001.240104.x
",NA,NA,"32
","ISI Export Format
",NA,NA,NA,NA,NA,"1
",NA,NA,NA,NA,NA,NA,NA,NA,"FEB
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Garcia-Guzman, G (reprint author), Umea Univ, Dept Ecol & Environm Sci, SE-90187 Umea, Sweden
",NA,NA,"0906-7590
","ECOGRAPHY
",NA,NA,"6
","Interactions between two rust fungi and their host plant Anemone
nemorosa
","WOS:000167992100003
","1.0
","24
",NA,"6
",73
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Estrada, A
Coates-Estrada, R
","Estrada, A
Coates-Estrada, R
","94
","Univ Nacl Autonoma Mexico, Inst Biol, Estac Biol Tuxtlas, San Andres Tuxtla, Veracruz, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.1034/j.1600-0587.2001.240111.x
",NA,NA,"102
","ISI Export Format
",NA,NA,NA,NA,NA,"1
",NA,NA,NA,NA,NA,NA,NA,NA,"FEB
",NA,NA,NA,NA,"J
",NA,"2001
","A-1443-2008",NA,NA,NA,"Estrada, A (reprint author), Univ Nacl Autonoma Mexico, Inst Biol, Estac Biol Tuxtlas, Apdo Postal 176, San Andres Tuxtla, Veracruz, Mexico
",NA,NA,"0906-7590
","ECOGRAPHY
",NA,NA,"33
","Bat species richness in live fences and in corridors of residual rain
forest vegetation at Los Tuxtlas, Mexico
","WOS:000167992100010
","1.0
","24
",NA,"35
",74
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Lara, C
Ornelas, JF
","Lara, C
Ornelas, JF
","78
","Inst Ecol, Dept Ecol & Comportamiento Anim, AC, Xalapa 91000, Veracruz, Mexico.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84
","ISI Export Format
",NA,NA,NA,NA,NA,"1
",NA,NA,NA,NA,NA,NA,NA,NA,"FEB
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Ornelas, JF (reprint author), Inst Ecol, Dept Ecol & Comportamiento Anim, AC, Apartado Postal 63,Km 2-5,Antigua Carretera & Coa, Xalapa 91000, Veracruz, Mexico
",NA,NA,"0269-8463
","FUNCTIONAL ECOLOGY
",NA,NA,"19
","Nectar 'theft' by hummingbird flower mites and its consequences for seed
set in Moussonia deppeana
","WOS:000167235300010
","1.0
","15
",NA,"19
",75
